"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Dez/15";"Nov/15";"Out/15";"Set/15";"Ago/15";"Jul/15";"Jun/15";"Mai/15";"Abr/15";"Mar/15";"Fev/15";"Jan/15";"Competência";"Data de atualização"
"COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA (390259)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   7,28";"   7,15";"   7,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS (344915)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA. (406805)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA (319180)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,67";"   0,67";"   0,67";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"CIMMAL OPERADORA DE PLANOS DE SAÚDE LTDA. (405051)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO (343765)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"   4,41";"   4,42";"   4,45";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"CENTRAIS ELÉTRICAS DE RONDÔNIA S/A - CERON (304697)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE (406813)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (328375)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO (418650)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"CLÍNICA SÃO GABRIEL S/S LTDA (415944)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO (302228)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"VIP SAUDE ASSISTENCIA MEDICA LTDA. (407593)";"Médico Hospitalar";"Pequeno";"184";"";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"CONFERÊNCIA SÃO JOSÉ DO AVAÍ (321931)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO (328031)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"GRANJAS QUATRO IRMÃOS AGROPECUÁRIA E COMÉRCIO S/A (404152)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO (336467)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"ASSOCIAÇÃO DOS FUNCIONÁRIOS PÚBLICOS DO ESPÍRITO SANTO (394271)";"Médico Hospitalar";"Pequeno";"184";"147";"0,00";"   1,23";"0,00";"0,00";"0,00";"0,00";"   1,23";"   1,23";"   1,23";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"ASSOCIACAO DE SAUDE HOLAMBRA (360783)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"PLASAC PLANO DE SAÚDE LTDA (306444)";"Médico Hospitalar";"Pequeno";"184";"152";"0,00";"   1,11";"   1,13";"   3,43";"   3,46";"   3,46";"   1,15";"   1,15";"   1,15";"   1,14";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"CELULOSE NIPO-BRASILEIRA S/A - CENIBRA (339270)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA (408026)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED DE PAULO AFONSO COOPERATIVA DE TRABALHO MÉDICO - EM LIQUIDAÇÃO EXTRAJUDICIAL (312509)";"Médico Hospitalar";"Pequeno";"184";"9";"0,00";"  38,97";"  23,38";"  23,33";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A (379280)";"Médico Hospitalar";"Pequeno";"184";"8";"0,00";"  39,37";"  77,02";"  29,31";"   8,50";"   2,71";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"VOLVO DO BRASIL VEÍCULOS LTDA. (414247)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"CAIXA ASSISTENCIAL DOS AUDITORES FISCAIS DA RECEITA FEDERAL DO BRASIL (416657)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA (418226)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS (333875)";"Médico Hospitalar";"Pequeno";"184";"154";"0,00";"   1,10";"   2,21";"   2,21";"   1,10";"0,00";"0,00";"   1,10";"   1,10";"   1,10";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA (347736)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"   2,17";"   4,15";"   7,84";"   5,53";"   3,71";"   1,88";"   1,89";"   1,90";"0,00";"201501";"22/01/2016 16:40:10"
"CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO (417661)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"POLYMED - POLYCLÍNICA MÉDICA E OPERADORA DE PLANOS DE SAÚDE S/S LTDA (332291)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"CLINIPREV SAUDE LTDA (415413)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO (304468)";"Médico Hospitalar";"Pequeno";"184";"141";"0,00";"   1,40";"   0,73";"0,00";"0,00";"0,00";"   0,65";"   0,57";"   0,51";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO (358282)";"Médico Hospitalar";"Pequeno";"184";"143";"0,00";"   1,30";"   2,59";"   2,59";"   1,30";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO (418129)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO (354678)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,31";"   1,32";"   1,33";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"JOAQUIM OLIVEIRA S/A PARTICIPAÇÕES (341371)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRASSUNUNGA (312762)";"Médico Hospitalar";"Pequeno";"184";"";"0,00";"";"";"";"";"";"   2,59";"   2,59";"   1,73";"   0,86";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO  (350346)";"Médico Hospitalar";"Pequeno";"184";"134";"0,00";"   1,53";"   1,56";"   1,59";"0,00";"0,00";"   0,86";"   0,88";"   1,79";"   0,91";"   0,92";"0,00";"201501";"22/01/2016 16:40:10"
"PLANO DE SAUDE UNIFENAS (344010)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED DE ITAPEVA - COOPERATIVA DE TRABALHO MÉDICO (327468)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,95";"   2,84";"   2,86";"   1,93";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"CLIMESQ - CLÍNICA MÉDICO ODONTOLÓGICA MESQUITA LTDA. (407607)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"COOPERATIVA DE CONSUMO E BENEFÍCIOS SOCIAIS E ECONÔMICOS ""C.S. ASSISTANCE"" (350362)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO (320897)";"Médico Hospitalar";"Pequeno";"184";"184";"0,00";"   0,64";"   1,27";"   1,28";"   1,92";"   1,28";"   0,65";"   0,65";"   1,31";"   1,32";"   0,66";"0,00";"201501";"22/01/2016 16:40:10"
"DESENBAHIA - AGÊNCIA DE FOMENTO DO ESTADO DA BAHIA S/A (402052)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS (306754)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO (314781)";"Médico Hospitalar";"Pequeno";"184";"159";"0,00";"   1,03";"   0,93";"   0,84";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA (317012)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,53";"   0,53";"   0,53";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA. (415847)";"Médico Hospitalar";"Pequeno";"184";"133";"0,00";"   1,53";"   1,03";"   0,51";"   0,51";"   0,51";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"CAIXA DE ASSISTENCIA A SAUDE DOS ESTIVADORES DE PARANAGUÁ-SINDESTIVASAUDE (419273)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED ITAQUI RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (316172)";"Médico Hospitalar";"Pequeno";"184";"";"0,00";"";"";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"COMPANHIA BRASILEIRA DE PETRÓLEO IPIRANGA (414549)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA (343129)";"Médico Hospitalar";"Pequeno";"184";"96";"0,00";"   2,77";"0,00";"0,00";"0,00";"0,00";"   2,76";"   2,77";"   2,78";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"CLINICA SAO LUCAS LTDA (408867)";"Médico Hospitalar";"Pequeno";"184";"29";"0,00";"  14,05";"  15,59";"  11,71";"   6,02";"   2,58";"   2,48";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL (336441)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"ASSOCIAÇÃO DE SAUDE DOS POLICIAIS E BOMBEIROS MILITARES DO ESPIRITO SANTO (357910)";"Médico Hospitalar";"Pequeno";"184";"172";"0,00";"   0,89";"0,00";"0,00";"0,00";"   0,90";"   0,90";"   0,90";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO (316458)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA (311057)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"FURNAS CENTRAIS ELÉTRICAS S.A. (366455)";"Médico Hospitalar";"Pequeno";"184";"";"0,00";"";"";"   2,07";"   1,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"ELETROSUL CENTRAIS ELÉTRICAS S/A (356891)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS (359122)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG (315567)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"   0,66";"   0,66";"   1,33";"   0,67";"   0,67";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"ARAÇA PLANOS DE SAÚDE LTDA. (407704)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"  49,75";"  49,75";"  49,75";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"MEDPORTO ASSISTÊNCIA MÉDICA LTDA. (352055)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO (302627)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE (406937)";"Médico Hospitalar";"Pequeno";"184";"127";"0,00";"   1,66";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"IRMANDADE DE MISERICORDIA DE PORTO FERREIRA (329355)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED COSTA VERDE RJ (311146)";"Médico Hospitalar";"Pequeno";"184";"136";"0,00";"   1,52";"   4,53";"   4,53";"   3,75";"   1,49";"   2,20";"   2,18";"   2,17";"   1,43";"   0,72";"0,00";"201501";"22/01/2016 16:40:10"
"HOSPITAL OSWALDO CRUZ LTDA (406643)";"Médico Hospitalar";"Pequeno";"184";"";"0,00";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO (366064)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA (386901)";"Médico Hospitalar";"Pequeno";"184";"67";"0,00";"   4,57";"   4,59";"   3,08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO (313149)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"ASSOCIAÇÃO DOS SERVIDORES DO FISCO ESTADUAL DO PARÁ - ASFEPA (411434)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A (305626)";"Médico Hospitalar";"Pequeno";"184";"119";"0,00";"   1,96";"   1,76";"   2,12";"   0,53";"   0,53";"0,00";"0,00";"   0,53";"   0,53";"   0,53";"0,00";"201501";"22/01/2016 16:40:10"
"CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA (415910)";"Médico Hospitalar";"Pequeno";"184";"19";"0,00";"  23,50";"  11,79";"  11,81";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"PONTUAL SAÚDE ASSISTÊNCIA MÉDICA LTDA (413411)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"SULMED - ASSISTÊNCIA MÉDICA LTDA (338346)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"   0,78";"   1,55";"   1,54";"   0,76";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"SOCIEDADE BENEFICENTE DO HOSPITAL N. S. AUXILIADORA (301396)";"Médico Hospitalar";"Pequeno";"184";"";"0,00";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - APAS SOROCABA/VOTORANTIM (410128)";"Médico Hospitalar";"Pequeno";"184";"49";"0,00";"   7,75";"   1,28";"   2,55";"   2,53";"   2,52";"   1,26";"0,00";"   1,26";"   1,26";"   1,26";"0,00";"201501";"22/01/2016 16:40:10"
"BIOLIFE SAUDE OPERADORA DE PLANOS DE SAUDE LTDA (419311)";"Médico Hospitalar";"Pequeno";"184";"3";"0,00";"  64,98";"  86,77";" 130,15";"  64,79";"  42,95";"  45,21";"  74,14";"  81,89";"  29,94";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA (312282)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"   0,98";"   0,98";"   0,97";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS (357138)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA. (415901)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"NUCLEBRÁS EQUIPAMENTOS PESADOS S/A - NUCLEP (352888)";"Médico Hospitalar";"Pequeno";"184";"65";"0,00";"   4,87";"   4,87";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO (333808)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"CASA DE CARIDADE DE MURIAÉ - HOSPITAL SÃO PAULO (333514)";"Médico Hospitalar";"Pequeno";"184";"137";"0,00";"   1,51";"   1,51";"0,00";"0,00";"0,00";"   1,51";"   1,51";"   1,51";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"CLIMESA CLÍNICA MÉDICA SANTANA LTDA (342955)";"Médico Hospitalar";"Pequeno";"184";"12";"0,00";"  31,06";"  30,86";"  91,93";"  91,28";"  91,19";"  60,79";"  60,79";"  30,40";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO (402206)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"CENTRO MÉDICO ESTÂNCIA VELHA LTDA (403130)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"PROASA - PROGRAMA ADVENTISTA DE  SAÚDE (310522)";"Médico Hospitalar";"Pequeno";"184";"150";"0,00";"   1,15";"   0,57";"   2,30";"   2,31";"   2,31";"   1,16";"   1,16";"   1,17";"   0,59";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SANTA RITA PASSA QUATRO (363511)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"   3,44";"   3,34";"   3,22";"0,00";"0,00";"   6,13";"   6,07";"   6,03";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS) (414212)";"Médico Hospitalar";"Pequeno";"184";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201501";"22/01/2016 16:40:10"
