"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Dez/18";"Nov/18";"Out/18";"Set/18";"Ago/18";"Jul/18";"Jun/18";"Mai/18";"Abr/18";"Mar/18";"Fev/18";"Jan/18";"Competência";"Data de atualização"
"UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO (343153)";"Médico Hospitalar";"Pequeno";"84";"184";"   3,69";"0,00";"0,00";"0,00";"0,00";"0,00";"   3,32";"   3,44";"   3,56";"0,00";"0,00";"   3,69";"201801";"16/01/2019 04:16:57"
"UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA (317896)";"Médico Hospitalar";"Pequeno";"85";"71";"   3,68";"   2,96";"   2,26";"   4,67";"   3,95";"   4,01";"   0,80";"   0,80";"   0,78";"   1,51";"   2,94";"   3,68";"201801";"16/01/2019 04:16:57"
"PLANO SAÚDE SÃO FRANCISCO LTDA. (358053)";"Médico Hospitalar";"Pequeno";"86";"57";"   3,54";"   4,19";"   4,12";"   2,02";"   1,98";"   3,90";"   3,81";"   1,86";"   3,64";"   7,18";"   7,13";"   3,54";"201801";"16/01/2019 04:16:57"
"CAIXA DE ASSISTÊNCIA DO SETOR ELÉTRICO - E-VIDA (418374)";"Médico Hospitalar";"Pequeno";"87";"100";"   3,39";"   1,71";"   1,71";"   1,14";"   1,72";"   2,30";"   2,88";"   1,73";"   1,15";"   1,14";"   2,84";"   3,39";"201801";"16/01/2019 04:16:57"
"SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL (361011)";"Médico Hospitalar";"Pequeno";"88";"184";"   3,36";"0,00";"   0,63";"   1,94";"   3,96";"   4,65";"   3,99";"   2,00";"   3,33";"   2,67";"   4,01";"   3,36";"201801";"16/01/2019 04:16:57"
"CAIXA DE ASSISTÊNCIA OSWALDO CRUZ (417548)";"Médico Hospitalar";"Pequeno";"89";"42";"   3,27";"   7,82";"   5,22";"   7,85";"   5,24";"   5,24";"   2,62";"   7,21";"   6,55";"   5,24";"   2,61";"   3,27";"201801";"16/01/2019 04:16:57"
"UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO (344788)";"Médico Hospitalar";"Pequeno";"90";"184";"   3,25";"0,00";"   3,11";"   3,12";"   3,13";"0,00";"0,00";"0,00";"0,00";"   3,19";"   3,23";"   3,25";"201801";"16/01/2019 04:16:57"
"MULTI SAÚDE ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA (402851)";"Médico Hospitalar";"Pequeno";"91";"109";"   3,24";"   1,62";"   1,60";"   1,57";"   2,08";"   1,57";"   1,58";"   1,06";"   0,53";"   0,54";"   1,62";"   3,24";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE (406554)";"Médico Hospitalar";"Pequeno";"92";"162";"   3,11";"   0,64";"   0,63";"   0,63";"   0,63";"   1,90";"   1,89";"   3,77";"   4,38";"   5,62";"   4,36";"   3,11";"201801";"16/01/2019 04:16:57"
"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA (406635)";"Médico Hospitalar";"Pequeno";"93";"184";"   3,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   3,00";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO MUNICÍPIO DE JOINVILLE - EM LIQUIDAÇÃO EXTRAJUDICIAL (414913)";"Médico Hospitalar";"Pequeno";"94";"184";"   2,90";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,90";"201801";"16/01/2019 04:16:57"
"UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO (330566)";"Médico Hospitalar";"Pequeno";"95";"179";"   2,89";"   0,53";"   1,06";"   1,62";"   1,64";"   1,11";"   0,56";"   0,56";"   0,57";"   1,14";"   2,30";"   2,89";"201801";"16/01/2019 04:16:57"
"UNIMED DE FERNANDOPOLIS - COOPERATIVA DE TRABALHO MÉDICO (326089)";"Médico Hospitalar";"Pequeno";"96";"115";"   2,82";"   1,45";"0,00";"0,00";"0,00";"   1,43";"   2,85";"   2,86";"   2,86";"   2,85";"   2,83";"   2,82";"201801";"16/01/2019 04:16:57"
"UNIMED DE ITATIBA COOPERATIVA DE TRABALHO MÉDICO (415014)";"Médico Hospitalar";"Pequeno";"97";"175";"   2,81";"   0,54";"   0,55";"   0,55";"0,00";"   0,55";"   2,21";"   3,32";"   2,78";"   2,23";"   2,24";"   2,81";"201801";"16/01/2019 04:16:57"
"SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA (403962)";"Médico Hospitalar";"Pequeno";"98";"56";"   2,78";"   2,98";"   2,51";"   2,08";"   2,70";"   2,77";"   2,79";"   2,79";"   3,32";"   3,88";"   3,32";"   2,78";"201801";"16/01/2019 04:16:57"
"SMEDSJ - SERVIÇOS MÉDICOS SÃO JOSE LTDA (349755)";"Médico Hospitalar";"Pequeno";"99";"40";"   2,62";"   8,18";"   8,18";"   8,15";"   7,03";"   8,59";"   6,40";"   6,37";"   3,70";"   2,64";"   2,10";"   2,62";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO SAÚDE SÃO JOSÉ (418919)";"Médico Hospitalar";"Pequeno";"100";"184";"   2,60";"0,00";"   1,62";"   2,48";"   2,52";"   0,85";"   1,72";"   1,73";"   1,73";"   0,86";"   2,58";"   2,60";"201801";"16/01/2019 04:16:57"
"UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO (354678)";"Médico Hospitalar";"Pequeno";"101";"184";"   2,57";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,28";"   1,28";"   2,57";"201801";"16/01/2019 04:16:57"
"UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO (363286)";"Médico Hospitalar";"Pequeno";"102";"67";"   2,48";"   3,18";"   5,04";"   4,40";"   5,66";"   5,04";"   4,40";"   3,14";"   1,88";"   1,87";"   2,49";"   2,48";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP (330281)";"Médico Hospitalar";"Pequeno";"103";"184";"   2,46";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,48";"   2,48";"   4,95";"   2,47";"   2,46";"201801";"16/01/2019 04:16:57"
"UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO (304468)";"Médico Hospitalar";"Pequeno";"104";"132";"   2,41";"   1,14";"0,00";"0,00";"0,00";"   0,59";"   0,59";"   1,19";"   0,60";"   2,40";"   1,81";"   2,41";"201801";"16/01/2019 04:16:57"
"FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA CEB (309362)";"Médico Hospitalar";"Pequeno";"105";"83";"   2,32";"   2,41";"0,00";"   4,77";"   4,76";"   4,76";"0,00";"   2,37";"   2,35";"   2,34";"0,00";"   2,32";"201801";"16/01/2019 04:16:57"
"CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO (417661)";"Médico Hospitalar";"Pequeno";"106";"85";"   2,28";"   2,32";"0,00";"   2,31";"   2,31";"   2,30";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,28";"201801";"16/01/2019 04:16:57"
"FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL (378216)";"Médico Hospitalar";"Pequeno";"107";"184";"   2,28";"0,00";"0,00";"   2,36";"   4,70";"   7,02";"   5,82";"   5,79";"   3,46";"   3,45";"   1,14";"   2,28";"201801";"16/01/2019 04:16:57"
"PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A (305626)";"Médico Hospitalar";"Pequeno";"108";"184";"   2,26";"0,00";"0,00";"0,00";"0,00";"   0,74";"   2,99";"   3,75";"   3,75";"   2,25";"   3,01";"   2,26";"201801";"16/01/2019 04:16:57"
"UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO (366064)";"Médico Hospitalar";"Pequeno";"109";"154";"   2,25";"   0,70";"   2,13";"   1,44";"   2,17";"   2,19";"   2,20";"   1,47";"0,00";"0,00";"   1,49";"   2,25";"201801";"16/01/2019 04:16:57"
"ATÍVIA SERVIÇOS DE SAÚDE S/A (320510)";"Médico Hospitalar";"Pequeno";"110";"73";"   2,23";"   2,86";"   4,29";"   2,86";"   1,43";"   1,43";"   1,44";"   1,46";"   0,74";"   0,74";"   1,48";"   2,23";"201801";"16/01/2019 04:16:57"
"SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA (330116)";"Médico Hospitalar";"Pequeno";"111";"116";"   2,18";"   1,40";"   0,70";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,72";"   2,16";"   2,17";"   2,18";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL (412635)";"Médico Hospitalar";"Pequeno";"112";"184";"   2,17";"0,00";"0,00";"0,00";"   1,21";"   2,42";"   2,40";"   1,19";"   1,17";"   2,29";"   3,35";"   2,17";"201801";"16/01/2019 04:16:57"
"UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO (323004)";"Médico Hospitalar";"Pequeno";"113";"91";"   2,14";"   2,07";"   2,08";"   2,09";"0,00";"   2,10";"   2,11";"   2,13";"0,00";"   2,13";"   2,13";"   2,14";"201801";"16/01/2019 04:16:57"
"CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE (314251)";"Médico Hospitalar";"Pequeno";"114";"184";"   2,14";"0,00";"   1,05";"   1,05";"   2,11";"   2,11";"   2,12";"   1,06";"   1,06";"   3,20";"   3,21";"   2,14";"201801";"16/01/2019 04:16:57"
"FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV (307751)";"Médico Hospitalar";"Pequeno";"115";"139";"   2,14";"   1,06";"   1,06";"   2,12";"   2,12";"   2,13";"0,00";"0,00";"0,00";"   1,07";"   2,13";"   2,14";"201801";"16/01/2019 04:16:57"
"UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO (366340)";"Médico Hospitalar";"Pequeno";"116";"141";"   2,12";"   1,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,10";"   2,11";"   2,12";"201801";"16/01/2019 04:16:57"
"CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANEB (315583)";"Médico Hospitalar";"Pequeno";"117";"54";"   2,11";"   4,33";"   4,31";"   2,14";"   4,28";"   4,26";"   4,25";"   2,12";"   4,22";"   6,33";"   4,22";"   2,11";"201801";"16/01/2019 04:16:57"
"SAÚDE BRB - CAIXA DE ASSISTÊNCIA  (414310)";"Médico Hospitalar";"Pequeno";"118";"92";"   2,05";"   2,03";"   2,04";"   1,02";"   2,04";"   2,04";"   1,02";"0,00";"0,00";"0,00";"   2,05";"   2,05";"201801";"16/01/2019 04:16:57"
"FILOSANITAS SAUDE LTDA (410888)";"Médico Hospitalar";"Pequeno";"119";"63";"   2,05";"   3,71";"   1,85";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,07";"   2,05";"201801";"16/01/2019 04:16:57"
"ESTALEIRO ATLÂNTICO SUL S/A (420905)";"Médico Hospitalar";"Pequeno";"120";"65";"   2,04";"   3,38";"   4,39";"   3,24";"   2,14";"   2,13";"   1,06";"   1,05";"0,00";"   2,05";"   2,04";"   2,04";"201801";"16/01/2019 04:16:57"
"UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO (358096)";"Médico Hospitalar";"Pequeno";"121";"142";"   2,01";"   1,01";"   1,51";"   0,50";"   1,51";"   1,00";"   1,00";"   0,50";"   1,01";"   1,52";"   2,52";"   2,01";"201801";"16/01/2019 04:16:57"
"UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO (351407)";"Médico Hospitalar";"Médio";"228";"94";"0,00";"   1,65";"   0,94";"   0,47";"   0,23";"   0,23";"   0,47";"   0,24";"   0,48";"   0,24";"   0,24";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO (370088)";"Médico Hospitalar";"Médio";"228";"221";"0,00";"0,00";"   0,17";"   0,17";"   0,33";"   0,33";"   0,49";"   0,33";"   0,33";"   0,16";"   0,16";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA. (311715)";"Médico Hospitalar";"Médio";"228";"162";"0,00";"   0,83";"   1,39";"   1,39";"   1,11";"   0,56";"   0,56";"   0,83";"   0,83";"   0,28";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO (325031)";"Médico Hospitalar";"Médio";"228";"221";"0,00";"0,00";"0,00";"   0,51";"   0,48";"   0,88";"   0,82";"   0,81";"   0,40";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"FUNDAÇÃO FIAT SAÚDE E BEM ESTAR (418285)";"Médico Hospitalar";"Médio";"228";"213";"0,00";"   0,24";"   0,24";"   0,24";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"CENTRO HOSPITALAR ATIBAIA LTDA. (350699)";"Médico Hospitalar";"Médio";"228";"147";"0,00";"   0,97";"   0,97";"   1,44";"   0,95";"   0,47";"0,00";"   1,40";"   1,39";"   1,38";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED DO OESTE DO PARANÁ - COOP. DE TRABALHO MEDICO (305227)";"Médico Hospitalar";"Médio";"228";"158";"0,00";"   0,88";"   0,44";"   0,44";"0,00";"   0,88";"   1,77";"   2,21";"   1,77";"   0,88";"   0,44";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPERATIVAS MÉDICAS DO CENTRO-OESTE E TOCANTINS (347361)";"Médico Hospitalar";"Pequeno";"1";"";" 324,91";"";"";"";"";"";"";"";"";" 658,54";" 540,98";" 324,91";"201801";"16/01/2019 04:16:57"
"INTERCLÍNICAS DO BRASIL ASSISTENCIA MÉDICA LTDA (420841)";"Médico Hospitalar";"Pequeno";"2";"1";" 246,91";" 152,38";" 145,83";"  80,21";"0,00";"0,00";"  78,69";" 122,12";" 162,49";" 118,89";" 156,76";" 246,91";"201801";"16/01/2019 04:16:57"
"BIOLIFE SAUDE OPERADORA DE PLANOS DE SAUDE LTDA (419311)";"Médico Hospitalar";"Pequeno";"3";"184";" 165,91";"0,00";"   7,54";"  15,08";"  22,62";"  15,08";"   7,54";"  15,08";"  37,71";"  75,41";" 143,29";" 165,91";"201801";"16/01/2019 04:16:57"
"DONA SAÚDE CLINICAS LTDA. ME (365645)";"Médico Hospitalar";"Pequeno";"4";"10";" 162,08";"  69,28";"  68,73";"  68,03";"  16,81";"  16,55";"  16,39";"  32,63";"  48,34";"  62,40";"  90,45";" 162,08";"201801";"16/01/2019 04:16:57"
"VIDA EMPRESARIAL OPERADORA DE PLANOS DE SAUDE LTDA - EM LIQUIDAÇÃO EXTRAJUDICIAL (406210)";"Médico Hospitalar";"Pequeno";"5";"184";" 140,85";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";" 140,85";"201801";"16/01/2019 04:16:57"
"CB SAÚDE ADMINISTRAÇÃO EM SAUDE SUPLEMENTAR LTDA (418676)";"Médico Hospitalar";"Pequeno";"6";"29";" 124,77";"  13,28";"  18,32";"  19,56";"  23,49";"  30,48";"  61,42";"  85,80";" 123,59";" 170,68";" 152,38";" 124,77";"201801";"16/01/2019 04:16:57"
"VIDA CARD S.A (418935)";"Médico Hospitalar";"Pequeno";"7";"7";" 115,83";"  74,67";"  60,38";"  54,01";"  28,45";"  69,98";"  52,56";"  76,67";"  34,88";"  75,06";"  83,99";" 115,83";"201801";"16/01/2019 04:16:57"
"UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS (357138)";"Médico Hospitalar";"Pequeno";"8";"184";" 102,16";"0,00";" 104,65";" 104,17";" 103,45";"0,00";"0,00";"  34,92";"  34,84";" 104,05";"  69,04";" 102,16";"201801";"16/01/2019 04:16:57"
"PAME - ASSOCIAÇÃO DE ASSISTÊNCIA PLENA EM SAÚDE (342408)";"Médico Hospitalar";"Pequeno";"9";"22";"  91,38";"  16,86";"  11,13";"  15,67";"  36,15";"  45,59";"  52,25";"  46,65";"  52,98";"  63,65";"  82,79";"  91,38";"201801";"16/01/2019 04:16:57"
"SOCIAL-SOCIEDADE ASSISTENCIAL E CULTURAL (315630)";"Médico Hospitalar";"Pequeno";"10";"9";"  86,15";"  72,00";"  83,83";"  71,83";"  35,81";"  82,84";"  81,40";"  79,82";"  22,38";"  43,94";"  65,12";"  86,15";"201801";"16/01/2019 04:16:57"
"AMENO ASSISTÊNCIA MÉDICA LTDA. (409464)";"Médico Hospitalar";"Pequeno";"11";"8";"  58,57";"  73,54";"  73,29";"  72,52";"  58,07";"  41,27";"  33,85";"  43,91";"  64,43";"  82,42";"  70,77";"  58,57";"201801";"16/01/2019 04:16:57"
"GAMEC - GRUPO DE ASSISTÊNCIA MEDICA EMPRESARIAL DO CEARÁ LTDA. (347591)";"Médico Hospitalar";"Pequeno";"12";"17";"  51,53";"  28,14";"  25,26";"  22,15";"  21,21";"  24,15";"  59,14";"  84,19";"  99,37";"  80,88";"  64,52";"  51,53";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO PORTUGUESA BENEFICENTE VASCO DA GAMA (346292)";"Médico Hospitalar";"Pequeno";"13";"";"  50,83";"";"";"";"";"";"";"";"0,00";"  54,35";"  22,22";"  50,83";"201801";"16/01/2019 04:16:57"
"PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA. (413267)";"Médico Hospitalar";"Pequeno";"14";"4";"  41,49";"  85,84";" 128,39";" 128,02";"  85,11";"  42,37";"0,00";"  83,92";" 125,52";" 125,35";"  41,67";"  41,49";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO AUXILIADORA DAS CLASSES LABORIOSAS (340146)";"Médico Hospitalar";"Pequeno";"15";"23";"  40,86";"  16,42";"  22,19";"  23,55";"  29,93";"  28,62";"  35,46";"  38,69";"  44,26";"  45,00";"  38,80";"  40,86";"201801";"16/01/2019 04:16:57"
"CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA. (327328)";"Médico Hospitalar";"Pequeno";"16";"184";"  40,00";"0,00";"0,00";"0,00";"  36,95";"  38,91";"  41,15";"0,00";"0,00";"0,00";"  40,98";"  40,00";"201801";"16/01/2019 04:16:57"
"ORALCLASS ASSISTENCIA MÉDICA E ODONTOLOGICA LTDA. (402478)";"Médico Hospitalar";"Pequeno";"17";"19";"  34,13";"  21,15";"  40,85";"  34,62";"  43,02";"  38,10";"  31,11";"  34,71";"  24,08";"  31,64";"  29,10";"  34,13";"201801";"16/01/2019 04:16:57"
"GREEN LIFE PLUS PLANOS MÉDICOS LTDA - EPP (420204)";"Médico Hospitalar";"Pequeno";"18";"30";"  31,39";"  12,77";"  16,14";"  20,69";"  21,29";"  16,56";"  11,36";"  18,96";"  26,73";"  30,52";"  30,93";"  31,39";"201801";"16/01/2019 04:16:57"
"VIDAPLAN SAÚDE LTDA. - EPP (344443)";"Médico Hospitalar";"Pequeno";"19";"184";"  27,60";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"  15,27";"  14,79";"  14,31";"  27,60";"201801";"16/01/2019 04:16:57"
"W.S. - ADMINISTRADORA DE PLANOS DE SAÚDE LTDA (339750)";"Médico Hospitalar";"Pequeno";"20";"";"  21,40";"";"";"";"";"0,00";" 128,21";" 298,51";" 216,25";" 135,08";"  49,55";"  21,40";"201801";"16/01/2019 04:16:57"
"ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA (409634)";"Médico Hospitalar";"Pequeno";"21";"184";"  21,08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"  21,17";"  21,10";"  21,08";"201801";"16/01/2019 04:16:57"
"UNIMED DAS ESTÂNCIAS PAULISTAS - OPERADORA DE PLANOS DE SAÚDE SOCIEDADE COOPERATIVA - EM LIQUIDAÇÃO EXTRAJUDICIAL (348066)";"Médico Hospitalar";"Pequeno";"22";"5";"  18,87";"  81,71";" 173,82";" 216,91";" 185,71";" 149,52";" 119,07";"  89,14";"  49,90";"  34,67";"  29,80";"  18,87";"201801";"16/01/2019 04:16:57"
"HC SAÚDE LTDA. - EM LIQUIDAÇÃO EXTRAJUDICIAL (335851)";"Médico Hospitalar";"Pequeno";"23";"184";"  17,81";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   5,95";"  11,89";"  23,78";"  23,77";"  17,81";"201801";"16/01/2019 04:16:57"
"SMS - ASSISTÊNCIA MÉDICA LTDA (311405)";"Médico Hospitalar";"Pequeno";"24";"6";"  15,54";"  81,43";" 103,98";"  98,02";"  57,69";"  37,94";" 100,09";" 151,08";" 140,48";"  75,62";"  15,93";"  15,54";"201801";"16/01/2019 04:16:57"
"PRONTOMED ASSISTÊNCIA MEDICA LTDA. - EM LIQUIDAÇÃO EXTRAJUDICIAL (403849)";"Médico Hospitalar";"Pequeno";"25";"";"  15,11";"";"";"";"";"";"";"";"";"   2,52";"   2,52";"  15,11";"201801";"16/01/2019 04:16:57"
"UNIX - SAÚDE LTDA (418137)";"Médico Hospitalar";"Pequeno";"26";"35";"  15,03";"  10,43";"  14,86";"  12,99";"  11,70";"   8,79";"  10,97";"   8,69";"   7,19";"   5,71";"   5,72";"  15,03";"201801";"16/01/2019 04:16:57"
"ADVANCE PLANOS DE SAÚDE LTDA (335657)";"Médico Hospitalar";"Pequeno";"27";"37";"  14,78";"   9,54";"  18,97";"  21,93";"  21,73";"  12,31";"  12,22";"  24,27";"  27,13";"  26,96";"  14,89";"  14,78";"201801";"16/01/2019 04:16:57"
"LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA. (364592)";"Médico Hospitalar";"Pequeno";"28";"2";"  14,15";" 124,31";"  80,70";"  64,86";"  67,72";"  60,91";"  72,66";"  62,65";"  73,90";"  52,08";"  35,89";"  14,15";"201801";"16/01/2019 04:16:57"
"CENTRAL OPERADORA DE PLANOS DE SAÚDE NORTE-NORDESTE SOCIEDADE COOPERATIVA (417092)";"Médico Hospitalar";"Pequeno";"29";"45";"  13,98";"   7,27";"   7,24";"0,00";"0,00";"0,00";"0,00";"   7,11";"   7,09";"   7,06";"0,00";"  13,98";"201801";"16/01/2019 04:16:57"
"E.X.M BRASIL SAÚDE LTDA (416282)";"Médico Hospitalar";"Pequeno";"30";"15";"  13,74";"  35,37";"  38,32";"  31,11";"  30,40";"  21,58";"  25,10";"  31,86";"  32,88";"  30,66";"  14,84";"  13,74";"201801";"16/01/2019 04:16:57"
"ITAUSEG SAÚDE S.A. (000884)";"Médico Hospitalar";"Pequeno";"31";"39";"  13,73";"   8,70";"  11,54";"  15,31";"  14,27";"  17,03";"  15,05";"  18,72";"  14,89";"  15,74";"  15,64";"  13,73";"201801";"16/01/2019 04:16:57"
"ECO SAÚDE PLANO EMPRESARIAL LTDA - EPP (420069)";"Médico Hospitalar";"Pequeno";"32";"184";"  13,37";"0,00";"   3,38";"   3,33";"   6,85";"   3,59";"   7,54";"  11,56";"  11,90";"  16,43";"  12,76";"  13,37";"201801";"16/01/2019 04:16:57"
"AME PLANOS DE SAÚDE LTDA (401196)";"Médico Hospitalar";"Pequeno";"33";"68";"  12,76";"   3,15";"   3,21";"   4,34";"   3,85";"   7,10";"   8,12";"  10,69";"  10,66";"  11,83";"  12,01";"  12,76";"201801";"16/01/2019 04:16:57"
"UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS (414573)";"Médico Hospitalar";"Pequeno";"34";"184";"  12,49";"0,00";"0,00";"  14,20";"  28,56";"  42,82";"  42,51";"  28,21";"  14,01";"  13,97";"  13,93";"  12,49";"201801";"16/01/2019 04:16:57"
"COOPERATIVA DE USUÁRIOS ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA - VIVAMED SAÚDE (314170)";"Médico Hospitalar";"Pequeno";"35";"26";"  12,37";"  13,85";"  10,81";"   6,44";"   9,52";"  12,52";"  18,67";"  22,65";"  22,34";"  20,87";"  12,60";"  12,37";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO BRASILEIRA DOS EMPREGADOS EM TELECOMUNICAÇÕES (338915)";"Médico Hospitalar";"Pequeno";"36";"";"  11,97";"";"";" 779,90";" 524,48";" 170,70";" 104,34";"  69,04";"  43,84";"  25,15";"  11,67";"  11,97";"201801";"16/01/2019 04:16:57"
"EVERCROSS PLANEJAMENTO DE ASSISTÊNCIA MÉDICA LTDA. (410179)";"Médico Hospitalar";"Pequeno";"37";"184";"  11,63";"0,00";"   2,85";"   5,74";"   8,61";"   5,74";"   2,87";"   2,88";"   2,89";"   2,90";"   2,90";"  11,63";"201801";"16/01/2019 04:16:57"
"COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA (390259)";"Médico Hospitalar";"Pequeno";"38";"184";"  11,10";"0,00";"0,00";"0,00";"  11,09";"  11,09";"  11,09";"0,00";"0,00";"0,00";"  11,10";"  11,10";"201801";"16/01/2019 04:16:57"
"HALSA OPERADORA DE MEDICINA DE GRUPO LTDA (419834)";"Médico Hospitalar";"Pequeno";"39";"13";"  10,42";"  39,27";"  41,18";"  21,80";"  27,62";"  20,86";"  16,22";"   9,29";"  11,62";"  11,12";"  10,98";"  10,42";"201801";"16/01/2019 04:16:57"
"SANTA LUZIA ASSISTENCIA MEDICA S.A. (358509)";"Médico Hospitalar";"Pequeno";"40";"18";"  10,14";"  22,28";"  32,78";"  31,00";"  22,91";"  10,43";"   4,07";"   5,97";"   5,86";"   5,94";"   4,00";"  10,14";"201801";"16/01/2019 04:16:57"
"MEDGOLD ASSISTENCIA MEDICA LTDA - ME (419753)";"Médico Hospitalar";"Pequeno";"41";"184";"  10,12";"0,00";"0,00";"   2,83";"   2,83";"   5,69";"   2,86";"   2,86";"0,00";"   3,49";"   3,44";"  10,12";"201801";"16/01/2019 04:16:57"
"UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA (335215)";"Médico Hospitalar";"Pequeno";"42";"56";"   9,59";"   4,22";"   5,24";"   6,26";"   7,24";"   7,21";"   6,14";"   5,62";"   4,57";"   4,54";"   6,54";"   9,59";"201801";"16/01/2019 04:16:57"
"CIMMAL OPERADORA DE PLANOS DE SAÚDE LTDA. (405051)";"Médico Hospitalar";"Pequeno";"43";"";"   9,51";"";"";"";"";"";"0,00";"0,00";"0,00";"0,00";"   9,60";"   9,51";"201801";"16/01/2019 04:16:57"
